"","ensembl_gene_id","gene_id","C481","LC03","LC01","RC02","R02","R03","RC03","hgnc_symbol"
"6146","ENSG00000229932","ENSG00000229932.3",3.2,1.8,5.9,0.38,6.7,1.6,4.9,"YWHAZP3"
"6147","ENSG00000229944","ENSG00000229944.3",22,17,18,15,25,109,127,"EIF4EP2"
"6148","ENSG00000229994","ENSG00000229994.1",2,1.8,1.5,1.1,2.3,0.74,1.7,"RPL5P4"
"6149","ENSG00000230006","ENSG00000230006.7",0.13,0.3,0.19,0.41,0.083,0.62,0.032,"ANKRD36BP2"
"6150","ENSG00000230043","ENSG00000230043.1",34,14,65,17,56,16,29,"TMSB4XP6"
"6151","ENSG00000230067","ENSG00000230067.3",1,0.1,0.14,1.4,0.26,0.64,0.9,"HSPD1P6"
"6152","ENSG00000230076","ENSG00000230076.1",0.54,1.6,3.7,0.59,2.2,0.84,1,"RPL10P6"
"6153","ENSG00000230124","ENSG00000230124.6",12,54,155,0.34,0.5,0.77,1.1,"ACBD6"
"6154","ENSG00000230191","ENSG00000230191.1",0.24,0.3,0.63,0.28,0.25,0.19,0.58,""
"6155","ENSG00000230202","ENSG00000230202.1",25,117,32,18,31,0.71,151,""
"6156","ENSG00000230207","ENSG00000230207.1",10,12,6,4,6.9,5.9,7.8,"RPL4P5"
"6157","ENSG00000230383","ENSG00000230383.1",1.1,0.66,2.4,1.3,1.6,2.3,2.1,""
"6158","ENSG00000230457","ENSG00000230457.3",2.8,3.1,22,2,7.6,1.8,0.84,"PA2G4P4"
"6159","ENSG00000230508","ENSG00000230508.1",0.026,0.25,0.11,0.14,0.15,0.13,0.032,"RPL19P21"
"6160","ENSG00000230551","ENSG00000230551.4",8.9,5.3,690,3.2,117,784,494,""
"6161","ENSG00000230562","ENSG00000230562.3",20,23,58,24,9.1,36,11,"FAM133DP"
"6162","ENSG00000230590","ENSG00000230590.9",111,247,185,95,207,2.7,540,"FTX"
"6163","ENSG00000230606","ENSG00000230606.10",37,266,823,237,99,527,664,""
"6164","ENSG00000230629","ENSG00000230629.2",18,14,28,23,21,30,9.7,"RPS23P8"
"6165","ENSG00000230673","ENSG00000230673.3",0.27,0.43,0.77,0.53,0.39,0.35,0.42,"PABPC1P3"
"6166","ENSG00000230734","ENSG00000230734.1",0.4,1.9,0.97,0.93,1.7,1.3,0.81,"RPL10P3"
"6167","ENSG00000230777","ENSG00000230777.1",0.079,0.1,0.14,0.053,0.041,0.032,0.065,"RPS29P5"
"6168","ENSG00000230832","ENSG00000230832.3",0.18,0.1,0.16,0.17,27,0.26,0.23,""
"6169","ENSG00000230897","ENSG00000230897.1",2.3,1.9,5.1,1.2,2.9,4.7,0.51,"RPS18P12"
"6170","ENSG00000230979","ENSG00000230979.3",7.9,4.1,4.7,4.2,5.2,2.5,1.5,""
"6171","ENSG00000230989","ENSG00000230989.6",632,977,1094,155,338,292,680,"HSBP1"
"6172","ENSG00000231006","ENSG00000231006.1",1,0.23,0.7,0.13,0.56,0.79,0.34,"RPL7P32"
"6173","ENSG00000231043","ENSG00000231043.3",23,7.3,12,5.8,11,0.35,9.7,""
"6174","ENSG00000231074","ENSG00000231074.8",62,665,338,771,235,0.23,79,"HCG18"
"6175","ENSG00000231120","ENSG00000231120.3",0.39,0.15,0.6,0.036,0.43,0.13,0.099,"BTF3P10"
"6176","ENSG00000231234","ENSG00000231234.2",1.9,1.7,2.5,0.29,1.2,0.38,0.68,"SKP1P1"
"6177","ENSG00000231259","ENSG00000231259.4",111,516,5.2,2.2,7.5,67,0.16,""
"6178","ENSG00000231313","ENSG00000231313.2",2.8,1.6,3,0.55,1.4,0.29,5.4,"CLIC1P1"
"6179","ENSG00000231389","ENSG00000231389.7",2081,107,1481,118,1032,1301,1258,"HLA-DPA1"
"6180","ENSG00000231409","ENSG00000231409.3",0.47,0.45,0.24,0.034,0.7,0.27,0.032,""
"6181","ENSG00000231416","ENSG00000231416.1",0.21,0.1,0.14,0.1,0.18,0.065,0.065,""
"6182","ENSG00000231500","ENSG00000231500.6",6500,6351,12441,2840,10098,6848,2154,"RPS18"
"6183","ENSG00000231579","ENSG00000231579.3",0.57,7.6,0.38,1.1,1,0.032,0.17,"RPL7P21"
"6184","ENSG00000231607","ENSG00000231607.10",1.4,0.1,252,3.9,135,0.13,0.39,"DLEU2"
"6185","ENSG00000231721","ENSG00000231721.6",1165,249,529,483,910,1363,66,"LINC-PINT"
"6186","ENSG00000231747","ENSG00000231747.1",0.18,0.2,0.2,0.21,0.21,0.073,0.15,""
"6187","ENSG00000231752","ENSG00000231752.5",0.062,1.7,0.057,10,22,0.68,68,"EMBP1"
"6188","ENSG00000231767","ENSG00000231767.3",11,11,15,5.3,28,4,3.8,""
"6189","ENSG00000231848","ENSG00000231848.1",0.079,0.45,0.21,0.48,0.21,0.032,0.23,""
"6190","ENSG00000231858","ENSG00000231858.5",0.026,12,4.1,3.5,1,0.065,0.29,""
"6191","ENSG00000231878","ENSG00000231878.1",0.16,0.75,1.3,0.45,0.32,0.74,0.55,"SNRPFP1"
"6192","ENSG00000231925","ENSG00000231925.11",2668,1980,1070,617,1640,583,1029,"TAPBP"
"6193","ENSG00000231940","ENSG00000231940.1",0.026,0.05,69,0.1,0.28,0.032,0.13,"RPS7P3"
"6194","ENSG00000231989","ENSG00000231989.4",3.4,0.55,2.7,0.069,0.49,0.13,6.6,"PPP1R2B"
"6195","ENSG00000231991","ENSG00000231991.4",81,28,30,9.6,11,28,15,"ANXA2P2"
"6196","ENSG00000232004","ENSG00000232004.1",0.2,0.1,0.25,0.17,0.059,0.13,0.16,"CAP1P2"
"6197","ENSG00000232112","ENSG00000232112.3",2609,4256,5822,3958,3150,3856,5854,"TMA7"
"6198","ENSG00000232119","ENSG00000232119.7",0.53,0.55,609,758,143,17,1.3,"MCTS1"
"6199","ENSG00000232176","ENSG00000232176.1",0.13,0.15,0.17,0.034,0.21,0.032,0.13,""
"6200","ENSG00000232187","ENSG00000232187.1",83,24,61,9.4,64,7.8,19,"FTH1P7"
"6201","ENSG00000232346","ENSG00000232346.1",3.9,6.2,7.7,6,3.8,5.1,1.7,""
"6202","ENSG00000232362","ENSG00000232362.1",1.1,0.25,1.6,0.27,0.55,0.31,1.2,"ATP5MGP2"
"6203","ENSG00000232385","ENSG00000232385.2",0.03,0.097,0.6,0.089,0.51,0.36,0.036,"RPS3AP25"
"6204","ENSG00000232388","ENSG00000232388.4",400,1581,362,255,308,0.84,5.5,"SMIM26"
"6205","ENSG00000232406","ENSG00000232406.6",1.3,0.05,0.14,0.034,2,0.097,0.032,""
"6206","ENSG00000232472","ENSG00000232472.1",12,16,18,1.5,17,13,13,"EEF1B2P3"
"6207","ENSG00000232573","ENSG00000232573.1",86,196,115,114,124,121,53,"RPL3P4"
"6208","ENSG00000232810","ENSG00000232810.3",1.6,2.8,179,8,259,1.2,554,"TNF"
"6209","ENSG00000232838","ENSG00000232838.3",103,0.15,50,25,27,892,0.19,"PET117"
"6210","ENSG00000232858","ENSG00000232858.1",0.47,0.45,0.44,0.52,0.45,0.2,0.21,"RPL34P27"
"6211","ENSG00000232888","ENSG00000232888.4",3.7,1.9,1.6,1.8,2.4,1.6,2.3,"RPS11P5"
"6212","ENSG00000232956","ENSG00000232956.8",157,210,407,0.76,649,0.45,510,"SNHG15"
"6213","ENSG00000233024","ENSG00000233024.7",9.1,0.56,36,0.47,50,0.15,56,"NPIPA9"
"6214","ENSG00000233251","ENSG00000233251.7",5.5,0.2,0.19,2.9,0.68,0.065,0.097,""
"6215","ENSG00000233270","ENSG00000233270.1",5,6.1,11,7.9,7.6,8.9,19,"SNRPEP4"
"6216","ENSG00000233276","ENSG00000233276.3",605,323,666,0.66,836,14,411,"GPX1"
"6217","ENSG00000233328","ENSG00000233328.3",14,8.4,16,48,16,14,9.5,"PFN1P1"
"6218","ENSG00000233406","ENSG00000233406.5",0.082,0.055,0.035,0.35,0.11,0.065,0.033,""
"6219","ENSG00000233426","ENSG00000233426.3",26,5.2,63,15,15,0.74,0.032,"EIF3FP3"
"6220","ENSG00000233476","ENSG00000233476.3",353,583,262,139,251,159,156,"EEF1A1P6"
"6221","ENSG00000233558","ENSG00000233558.1",1.3,0.54,195,1.6,25,1,0.3,""
"6222","ENSG00000233762","ENSG00000233762.3",36,163,78,46,70,80,37,""
"6223","ENSG00000233837","ENSG00000233837.1",0.026,0.51,0.16,0.17,0.1,0.39,0.034,"EIF3LP2"
"6224","ENSG00000233846","ENSG00000233846.2",12,0.051,9.2,7.2,7.1,2.2,6.6,"SELENOTP1"
"6225","ENSG00000233868","ENSG00000233868.1",1.2,2.1,3.3,1.3,1.4,0.93,0.83,""
"6226","ENSG00000233913","ENSG00000233913.7",12,12,26,11,21,240,20,"RPL10P9"
"6227","ENSG00000233927","ENSG00000233927.4",965,1127,2526,1059,2252,1754,967,"RPS28"
"6228","ENSG00000233954","ENSG00000233954.6",18,16,32,43,41,85,46,"UQCRHL"
"6229","ENSG00000234009","ENSG00000234009.1",13,11,11,7,20,3.5,7.8,"RPL5P34"
"6230","ENSG00000234036","ENSG00000234036.4",0.42,0.5,0.7,0.24,0.31,1.5,0.61,"TXNP6"
"6231","ENSG00000234080","ENSG00000234080.3",0.18,0.72,0.2,0.52,0.18,0.28,0.45,""
"6232","ENSG00000234093","ENSG00000234093.3",0.26,0.71,1,0.95,0.65,0.23,0.48,"RPS15AP11"
"6233","ENSG00000234106","ENSG00000234106.3",1.8,0.9,2.2,0.59,1.2,0.87,1.7,"SRP14P2"
"6234","ENSG00000234127","ENSG00000234127.8",0.47,599,77,1.1,27,1367,655,"TRIM26"
"6235","ENSG00000234145","ENSG00000234145.1",0.21,0.15,0.23,0.17,0.36,0.065,0.23,"NAP1L4P3"
"6236","ENSG00000234176","ENSG00000234176.1",0.32,0.25,0.3,0.34,0.23,0.16,0.097,"HSPA8P1"
"6237","ENSG00000234241","ENSG00000234241.1",1.4,0.35,0.83,0.1,0.91,0.52,0.065,""
"6238","ENSG00000234268","ENSG00000234268.1",0.56,0.1,0.89,0.35,2.6,0.64,0.31,""
"6239","ENSG00000234287","ENSG00000234287.1",175,56,326,111,368,147,141,""
"6240","ENSG00000234335","ENSG00000234335.1",0.82,0.7,1.3,2.5,0.91,1.7,0.35,"RPS4XP11"
"6241","ENSG00000234337","ENSG00000234337.4",11,6.1,6.1,1.9,5.8,4.3,5.9,""
"6242","ENSG00000234354","ENSG00000234354.3",0.37,0.055,69,0.23,0.11,0.077,0.077,"RPS26P47"
"6243","ENSG00000234420","ENSG00000234420.7",218,11,3.7,157,125,0.35,438,"ZNF37BP"
"6244","ENSG00000234498","ENSG00000234498.3",0.14,0.38,0.65,1.1,0.71,0.41,0.29,"RPL13AP20"
"6245","ENSG00000234513","ENSG00000234513.1",0.32,0.067,1.2,0.14,0.23,0.034,0.032,""
"6246","ENSG00000234545","ENSG00000234545.7",273,1514,638,274,421,965,183,"FAM133B"
"6247","ENSG00000234585","ENSG00000234585.6",20,8.3,33,108,134,23,0.16,"CCT6P3"
"6248","ENSG00000234645","ENSG00000234645.3",0.079,0.2,0.11,0.21,0.097,0.097,0.032,"YWHAEP5"
"6249","ENSG00000234648","ENSG00000234648.1",2.1,7,7.9,0.38,10,2.2,0.25,""
"6250","ENSG00000234663","ENSG00000234663.5",216,1.4,126,5.9,168,104,705,"LINC01934"
"6251","ENSG00000234664","ENSG00000234664.1",50,32,43,17,54,23,43,"HMGN2P5"
"6252","ENSG00000234741","ENSG00000234741.7",752,922,322,571,1165,816,1276,"GAS5"
"6253","ENSG00000234742","ENSG00000234742.1",0.053,0.098,0.16,0.034,0.12,0.23,0.032,""
"6254","ENSG00000234745","ENSG00000234745.10",15723,23967,18384,8667,18467,13979,14968,"HLA-B"
"6255","ENSG00000234782","ENSG00000234782.3",7.3,8.9,14,5.2,8.3,10,8.9,"TPT1P9"
"6256","ENSG00000234797","ENSG00000234797.5",409,683,960,314,755,528,295,"RPS3AP6"
"6257","ENSG00000234825","ENSG00000234825.3",2.7,0.35,0.84,1.1,1.5,3.5,4.5,"XRCC6P2"
"6258","ENSG00000234851","ENSG00000234851.4",200,141,376,91,400,128,158,"RPL23AP42"
"6259","ENSG00000234857","ENSG00000234857.2",0.055,0.058,140,28,26,115,9.9,"HNRNPUL2-BSCL2"
"6260","ENSG00000234883","ENSG00000234883.5",459,68,896,0.59,93,2.5,264,"MIR155HG"
"6261","ENSG00000234925","ENSG00000234925.2",0.13,0.1,71,0.21,27,0.19,0.032,"ATP5PDP4"
"6262","ENSG00000234964","ENSG00000234964.4",29,22,21,3.6,46,0.032,0.32,"FABP5P7"
"6263","ENSG00000234975","ENSG00000234975.6",77,20,63,11,71,11,24,"FTH1P2"
"6264","ENSG00000235013","ENSG00000235013.1",0.079,0.05,0.13,0.1,0.042,0.032,0.032,"COX20P2"
"6265","ENSG00000235036","ENSG00000235036.4",1,0.052,2.4,1.2,1,0.0081,0.74,""
"6266","ENSG00000235065","ENSG00000235065.1",0.26,0.15,0.43,0.14,3.2,0.33,0.32,"RPL24P2"
"6267","ENSG00000235078","ENSG00000235078.1",7.9,1.8,3.9,0.063,3.5,23,0.56,""
"6268","ENSG00000235082","ENSG00000235082.2",4.1,4.4,1.8,2.8,1.1,0.9,0.77,"SUMO1P3"
"6269","ENSG00000235084","ENSG00000235084.3",0.63,0.35,1.1,0.78,0.8,0.27,0.48,"CHCHD2P6"
"6270","ENSG00000235162","ENSG00000235162.8",155,1142,1218,191,102,0.23,877,"C12orf75"
"6271","ENSG00000235174","ENSG00000235174.1",34,37,104,11,75,15,0.42,"RPL39P3"
"6272","ENSG00000235225","ENSG00000235225.1",0.18,0.05,0.4,0.1,0.15,0.18,0.097,""
"6273","ENSG00000235288","ENSG00000235288.3",14,0.87,233,0.38,52,3.8,366,""
"6274","ENSG00000235297","ENSG00000235297.3",2.4,0.55,2.1,2.2,2.5,0.52,2.5,"FAUP1"
"6275","ENSG00000235354","ENSG00000235354.1",0.13,0.1,0.35,0.15,0.22,0.032,0.097,"RPS29P16"
"6276","ENSG00000235363","ENSG00000235363.1",9.5,5.5,28,16,18,25,57,"SNRPGP10"
"6277","ENSG00000235453","ENSG00000235453.9",102,12,235,120,209,279,685,"SMIM27"
"6278","ENSG00000235508","ENSG00000235508.3",0.47,0.27,0.7,0.32,4.7,1.4,0.27,"RPS2P7"
"6279","ENSG00000235552","ENSG00000235552.4",46,89,96,160,119,119,81,"RPL6P27"
"6280","ENSG00000235576","ENSG00000235576.1",340,24,625,496,1670,252,399,"LINC01871"
"6281","ENSG00000235587","ENSG00000235587.2",2,0.4,0.99,0.32,1.5,1.1,0.31,"GAPDHP65"
"6282","ENSG00000235605","ENSG00000235605.1",1.3,1.2,1.9,1.7,1.6,1.7,1.3,""
"6283","ENSG00000235655","ENSG00000235655.3",276,816,962,174,664,241,756,"H3P6"
"6284","ENSG00000235695","ENSG00000235695.1",0.079,0.2,0.18,0.1,0.19,0.26,0.16,""
"6285","ENSG00000235698","ENSG00000235698.1",0.42,0.45,0.37,0.31,0.072,0.032,0.13,"PA2G4P2"
"6286","ENSG00000235750","ENSG00000235750.9",389,173,93,0.24,585,0.032,0.26,"KIAA0040"
"6287","ENSG00000235776","ENSG00000235776.2",0.16,0.43,0.34,0.33,0.8,0.4,0.032,""
"6288","ENSG00000235859","ENSG00000235859.5",444,7.6,34,22,142,0.35,248,""
"6289","ENSG00000235912","ENSG00000235912.1",1.9,1.8,4.6,5.4,2.8,3.2,5.9,""
"6290","ENSG00000235957","ENSG00000235957.1",9.8,2.4,4.4,0.69,4.6,4.4,1.3,"COX7CP1"
"6291","ENSG00000236048","ENSG00000236048.2",0.13,0.05,0.18,0.044,0.069,0.11,0.064,""
"6292","ENSG00000236051","ENSG00000236051.7",199,349,54,5.3,37,0.091,553,"MYCBP2-AS1"
"6293","ENSG00000236058","ENSG00000236058.3",2.4,2,4.9,3,3.6,3.6,1.4,"RPL17P36"
"6294","ENSG00000236281","ENSG00000236281.1",0.051,0.2,0.17,0.1,0.028,0.032,0.16,"NDUFB9P2"
"6295","ENSG00000236287","ENSG00000236287.7",68,1071,333,0.1,180,0.032,0.61,"ZBED5"
"6296","ENSG00000236312","ENSG00000236312.3",0.48,0.48,0.63,0.28,0.58,0.13,0.44,"RPL34P34"
"6297","ENSG00000236439","ENSG00000236439.4",137,50,94,28,87,37,44,""
"6298","ENSG00000236444","ENSG00000236444.4",0.079,0.05,0.12,0.04,0.088,0.065,0.16,"UBE2L5"
"6299","ENSG00000236456","ENSG00000236456.1",3.3,0.85,1.5,0.45,3.3,4.4,16,""
"6300","ENSG00000236498","ENSG00000236498.1",0.24,2.3,1.4,3.2,9.3,14,1.1,""
"6301","ENSG00000236552","ENSG00000236552.2",216,251,152,109,270,75,119,"RPL13AP5"
"6302","ENSG00000236562","ENSG00000236562.4",0.38,0.25,0.5,0.17,0.42,0.23,0.87,""
"6303","ENSG00000236603","ENSG00000236603.2",9,5.9,8.5,1.5,4.4,4.6,7.5,"RANP1"
"6304","ENSG00000236698","ENSG00000236698.1",48,25,31,1.9,7.6,1.5,0.13,"EIF1AXP1"
"6305","ENSG00000236735","ENSG00000236735.3",1.4,0.15,1,0.22,0.66,0.37,0.21,"RPL31P63"
"6306","ENSG00000236762","ENSG00000236762.1",0.19,0.25,0.35,0.24,0.27,0.26,0.033,"RPL19P16"
"6307","ENSG00000236773","ENSG00000236773.1",0.21,0.048,0.16,0.14,0.07,0.29,0.29,""
"6308","ENSG00000236801","ENSG00000236801.1",7.7,5.8,7.2,3.7,5.2,6.3,3.6,"RPL24P8"
"6309","ENSG00000236852","ENSG00000236852.1",0.29,0.1,0.75,0.61,0.18,0.67,0.48,""
"6310","ENSG00000236876","ENSG00000236876.3",0.9,0.32,1.4,0.53,1,0.43,0.45,"TMSB4XP1"
"6311","ENSG00000236992","ENSG00000236992.2",0.22,0.45,0.49,0.12,0.33,0.13,0.29,"RPL12P12"
"6312","ENSG00000237039","ENSG00000237039.1",0.13,0.046,0.12,0.52,0.14,0.83,0.98,""
"6313","ENSG00000237161","ENSG00000237161.4",0.29,0.2,0.31,0.034,0.65,0.13,0.13,""
"6314","ENSG00000237248","ENSG00000237248.4",0.053,0.2,0.035,0.034,5.5,0.032,0.097,"LINC00987"
"6315","ENSG00000237264","ENSG00000237264.4",24,5,12,3.7,11,2.2,6.5,"FTH1P11"
"6316","ENSG00000237296","ENSG00000237296.9",110,441,772,0.72,108,117,0.38,"SMG1P1"
"6317","ENSG00000237298","ENSG00000237298.9",96,0.35,29,0.54,77,372,0.032,"TTN-AS1"
"6318","ENSG00000237307","ENSG00000237307.2",1.2,2.1,2.6,0.62,0.85,0.48,1,"SRRM1P3"
"6319","ENSG00000237350","ENSG00000237350.1",17,14,35,11,23,21,16,"CDC42P6"
"6320","ENSG00000237506","ENSG00000237506.3",2.5,0.89,4.4,0.35,7.2,0.13,0.83,"RPSAP15"
"6321","ENSG00000237550","ENSG00000237550.5",1770,1273,2787,702,2008,2104,829,""
"6322","ENSG00000237668","ENSG00000237668.1",0.32,1.5,1.5,1.8,0.9,0.83,0.71,"RPS15AP38"
"6323","ENSG00000237729","ENSG00000237729.2",20,0.4,0.82,0.17,2.9,0.98,0.33,""
"6324","ENSG00000237749","ENSG00000237749.4",0.29,0.4,0.37,0.1,0.36,0.17,0.097,""
"6325","ENSG00000237765","ENSG00000237765.6",367,671,25,0.034,17,468,1.2,"FAM200B"
"6326","ENSG00000237828","ENSG00000237828.1",4.5,0.2,0.07,5.3,0.15,0.13,0.032,"PA2G4P1"
"6327","ENSG00000237943","ENSG00000237943.6",55,2.1,151,22,94,0.097,0.16,"PRKCQ-AS1"
"6328","ENSG00000237973","ENSG00000237973.1",68,180,80,17,158,12,107,"MTCO1P12"
"6329","ENSG00000237991","ENSG00000237991.3",1.2,2.5,0.95,0.71,0.53,0.91,1.1,"RPL35P1"
"6330","ENSG00000238000","ENSG00000238000.1",127,249,346,55,171,108,78,""
"6331","ENSG00000238072","ENSG00000238072.1",6.3,19,4.5,0.61,10,8.6,26,""
"6332","ENSG00000238083","ENSG00000238083.7",0.59,4.2,167,267,3.9,0.065,3.5,"LRRC37A2"
"6333","ENSG00000238084","ENSG00000238084.4",6.8,0.49,1.2,1.9,0.56,3.5,1.7,""
"6334","ENSG00000238103","ENSG00000238103.4",0.66,0.11,11,0.67,4.6,0.95,0.43,"RPL9P7"
"6335","ENSG00000238165","ENSG00000238165.1",0.34,0.55,0.88,0.28,0.5,0.29,0.65,""
"6336","ENSG00000239039","ENSG00000239039.1",0.82,2,2.6,2.9,4.6,3.9,3.3,"SNORD13"
"6337","ENSG00000239198","ENSG00000239198.1",0.018,0.05,0.035,0.034,0.042,0.029,0.065,"RPL5P22"
"6338","ENSG00000239223","ENSG00000239223.3",0.53,0.45,1,0.21,1.1,0.27,0.62,"RPL34P31"
"6339","ENSG00000239246","ENSG00000239246.3",1.7,1.7,1.4,0.98,3.4,1.1,2.7,""
"6340","ENSG00000239264","ENSG00000239264.8",0.74,177,0.54,12,64,1.5,0.16,"TXNDC5"
"6341","ENSG00000239305","ENSG00000239305.6",240,1881,35,0.069,123,0.23,0.16,"RNF103"
"6342","ENSG00000239470","ENSG00000239470.3",0.24,0.1,0.17,0.1,0.18,0.065,0.065,""
"6343","ENSG00000239528","ENSG00000239528.1",2.2,1.4,3.7,0.034,1.7,0.097,0.97,"RPS14P8"
"6344","ENSG00000239557","ENSG00000239557.1",7.3,5.7,1.1,0.45,47,4.3,3.5,""
"6345","ENSG00000239559","ENSG00000239559.2",0.16,0.67,0.66,1.7,0.33,0.28,0.19,"RPL37P2"
"6346","ENSG00000239569","ENSG00000239569.3",138,0.24,38,10,37,80,149,"KMT2E-AS1"
"6347","ENSG00000239672","ENSG00000239672.7",166,291,514,1139,198,68,1029,"NME1"
"6348","ENSG00000239713","ENSG00000239713.8",907,803,1343,126,361,1.1,122,"APOBEC3G"
"6349","ENSG00000239789","ENSG00000239789.5",7.1,0.2,27,557,16,629,119,"MRPS17"
"6350","ENSG00000239797","ENSG00000239797.1",0.083,0.06,0.08,0.042,0.36,1.1,0.037,"RPL21P39"
"6351","ENSG00000239857","ENSG00000239857.6",0.34,24,65,0.38,54,0.032,0.23,"GET4"
"6352","ENSG00000239900","ENSG00000239900.12",563,349,193,98,274,0.48,536,"ADSL"
"6353","ENSG00000239917","ENSG00000239917.3",0.053,0.05,0.035,0.034,0.29,0.097,0.032,"RPS10P16"
"6354","ENSG00000239951","ENSG00000239951.1",45,453,74,3.3,151,3.8,0.13,"IGKV3-20"
"6355","ENSG00000240036","ENSG00000240036.4",1.7,0.56,0.97,0.56,1.1,0.46,0.64,""
"6356","ENSG00000240065","ENSG00000240065.7",2168,1618,3267,1139,2266,1256,6754,"PSMB9"
"6357","ENSG00000240087","ENSG00000240087.3",5,0.29,6.3,0.16,12,1,0.98,"RPSAP12"
"6358","ENSG00000240230","ENSG00000240230.5",45,0.85,1238,0.24,237,733,770,"COX19"
"6359","ENSG00000240303","ENSG00000240303.7",0.053,0.1,8.3,125,100,28,0.097,"ACAD11"
"6360","ENSG00000240342","ENSG00000240342.3",219,310,381,357,213,305,143,"RPS2P5"
"6361","ENSG00000240344","ENSG00000240344.8",294,84,364,0.1,58,0.13,0.39,"PPIL3"
"6362","ENSG00000240350","ENSG00000240350.2",172,251,250,272,399,209,0.27,"SOCAR"
"6363","ENSG00000240371","ENSG00000240371.1",0.24,0.3,0.46,0.59,0.36,0.65,0.055,"RPS4XP13"
"6364","ENSG00000240376","ENSG00000240376.1",2.6,3,2.4,3,2.6,2.4,0.62,""
"6365","ENSG00000240395","ENSG00000240395.1",0.84,0.05,1.3,0.48,1.6,2.4,1.8,"RPL5P23"
"6366","ENSG00000240463","ENSG00000240463.1",0.61,0.3,0.36,0.45,0.39,0.13,0.16,"RPS19P3"
"6367","ENSG00000240509","ENSG00000240509.1",15,7.1,13,4.8,13,3.7,6.6,"RPL34P18"
"6368","ENSG00000240535","ENSG00000240535.8",9.6,5.9,250,0.034,13,0.065,0.42,""
"6369","ENSG00000240674","ENSG00000240674.1",0.26,2.4,0.45,0.14,0.6,0.19,0.36,""
"6370","ENSG00000240695","ENSG00000240695.1",0.24,0.05,0.28,0.41,0.29,0.097,0.32,""
"6371","ENSG00000240759","ENSG00000240759.1",0.4,0.5,1.2,0.067,0.95,0.19,0.2,"RPS27P21"
"6372","ENSG00000240809","ENSG00000240809.1",0.66,0.2,0.33,0.069,0.11,0.32,0.46,""
"6373","ENSG00000240849","ENSG00000240849.10",8.6,0.5,116,0.76,64,0.68,0.58,"TMEM189"
"6374","ENSG00000240889","ENSG00000240889.1",5.9,0.35,2.2,0.069,107,0.032,13,"NDUFB2-AS1"
"6375","ENSG00000240950","ENSG00000240950.1",0.34,0.1,0.4,0.034,0.51,0.13,0.81,""
"6376","ENSG00000240972","ENSG00000240972.1",2163,3209,5642,1439,3320,4586,2765,"MIF"
"6377","ENSG00000241007","ENSG00000241007.1",1.3,0.7,1.3,0.48,0.69,0.16,0.57,"SEPTIN7P6"
"6378","ENSG00000241061","ENSG00000241061.3",5.1,6.4,4.7,3.2,4.7,4.1,4.8,"RPL5P1"
"6379","ENSG00000241081","ENSG00000241081.1",0.68,0.15,0.3,0.1,1.1,1,0.77,"RPL22P2"
"6380","ENSG00000241106","ENSG00000241106.6",0.29,0.7,0.32,0.034,19,0.032,0.48,"HLA-DOB"
"6381","ENSG00000241258","ENSG00000241258.6",177,2077,137,53,215,0.16,0.19,"CRCP"
"6382","ENSG00000241282","ENSG00000241282.1",0.62,0.18,0.55,0.33,0.7,0.19,0.23,"RPL34P33"
"6383","ENSG00000241343","ENSG00000241343.9",2084,1476,2012,1086,2999,2778,1218,"RPL36A"
"6384","ENSG00000241351","ENSG00000241351.3",966,77,0.39,0.34,32,1.5,2.7,"IGKV3-11"
"6385","ENSG00000241370","ENSG00000241370.5",494,163,577,631,369,272,839,"RPP21"
"6386","ENSG00000241399","ENSG00000241399.6",0.026,0.05,0.12,0.17,174,0.23,1.8,"CD302"
"6387","ENSG00000241431","ENSG00000241431.1",0.079,0.33,0.54,2.1,0.37,0.46,0.13,"RPL37P6"
"6388","ENSG00000241468","ENSG00000241468.7",1521,569,1305,686,1395,500,2342,"ATP5MF"
"6389","ENSG00000241494","ENSG00000241494.1",0.66,0.55,0.91,1,0.35,0.42,0.52,""
"6390","ENSG00000241506","ENSG00000241506.1",67,51,62,3.9,42,143,58,"PSMC1P1"
"6391","ENSG00000241511","ENSG00000241511.1",0.19,0.45,0.37,0.15,0.23,0.087,0.23,"RPS15AP24"
"6392","ENSG00000241553","ENSG00000241553.12",2612,6317,1450,2186,2396,4056,5814,"ARPC4"
"6393","ENSG00000241680","ENSG00000241680.1",0.29,0.15,0.5,0.41,0.46,0.13,0.13,"RPL31P49"
"6394","ENSG00000241685","ENSG00000241685.9",0.053,10,311,372,324,0.23,978,"ARPC1A"
"6395","ENSG00000241741","ENSG00000241741.1",1.3,3.2,2.6,2.8,2.8,2.8,1.2,"RPL7AP30"
"6396","ENSG00000241837","ENSG00000241837.6",1437,1478,2241,859,2519,1415,1940,"ATP5PO"
"6397","ENSG00000241878","ENSG00000241878.11",399,1.8,0.26,0.034,39,0.29,0.68,"PISD"
"6398","ENSG00000241886","ENSG00000241886.1",18,33,60,23,0.46,0.065,0.032,""
"6399","ENSG00000241973","ENSG00000241973.10",41,0.05,298,148,176,570,16,"PI4KA"
"6400","ENSG00000241990","ENSG00000241990.5",0.16,189,69,460,34,0.16,0.9,"PRR34-AS1"
"6401","ENSG00000242028","ENSG00000242028.6",6,9.8,286,12,15,43,16,"HYPK"
"6402","ENSG00000242071","ENSG00000242071.3",18,26,35,16,30,21,5.7,"RPL7AP6"
