#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
TUBA1B	TBCA	4440737	4438215	9606.ENSP00000336799	9606.ENSP00000306362	0	0	0	0	0.124	0.298	0.900	0.161	0.941
RNF7	UBE2B	4436081	4435585	9606.ENSP00000273480	9606.ENSP00000265339	0	0	0	0	0.064	0.262	0.900	0.251	0.941
EIF3M	EIF1AX	4449770	4445241	9606.ENSP00000436049	9606.ENSP00000368927	0	0	0	0	0.246	0	0.900	0.274	0.940
NDUFA13	STAT3	4449261	4435468	9606.ENSP00000423673	9606.ENSP00000264657	0	0	0	0	0	0.472	0	0.891	0.940
HSPA4	RANBP2	4437917	4436527	9606.ENSP00000302961	9606.ENSP00000283195	0	0	0	0	0.183	0.163	0.900	0.236	0.940
ARPC1B	WIPF1	4447620	4446038	9606.ENSP00000389631	9606.ENSP00000376330	0	0	0	0	0.086	0.081	0.900	0.365	0.939
EIF4E	RPL10A	4449328	4444285	9606.ENSP00000425561	9606.ENSP00000363018	0	0	0	0	0.133	0.157	0.900	0.265	0.939
ALYREF	LSM7	4449181	4434242	9606.ENSP00000421592	9606.ENSP00000252622	0	0	0	0	0.189	0	0.900	0.315	0.939
SRSF10	U2AF1L4	4449097	4436995	9606.ENSP00000420195	9606.ENSP00000292879	0	0	0	0	0.064	0.171	0.900	0.305	0.938
ANAPC11	UBE2B	4441990	4435585	9606.ENSP00000349957	9606.ENSP00000265339	0	0	0	0	0.058	0.262	0.900	0.225	0.938
BCAS4	BLOC1S6	4442169	4433120	9606.ENSP00000351642	9606.ENSP00000220531	0	0	0	0	0.067	0.867	0.540	0	0.938
CWC15	TRA2B	4451135	4448854	9606.ENSP00000475615	9606.ENSP00000416959	0	0	0	0	0.084	0.357	0.900	0.069	0.937
EIF4E	DDX3X	4449328	4446966	9606.ENSP00000425561	9606.ENSP00000382840	0	0	0	0	0.063	0.593	0	0.849	0.937
LYN	LCK	4449476	4440823	9606.ENSP00000428924	9606.ENSP00000337825	0	0	0.438	0.967	0.079	0.348	0.900	0.814	0.937
LSM3	SRSF6	4437830	4433875	9606.ENSP00000302160	9606.ENSP00000244020	0	0	0	0	0.263	0	0.900	0.201	0.936
AP1G1	AP2M1	4446158	4436990	9606.ENSP00000377148	9606.ENSP00000292807	0	0	0	0	0.142	0.580	0.720	0.443	0.936
UQCRQ	ATP5G3	4445100	4436602	9606.ENSP00000367939	9606.ENSP00000284727	0	0	0	0	0.867	0	0	0.545	0.936
SATB1	UBE2I	4448075	4441792	9606.ENSP00000399518	9606.ENSP00000348056	0	0	0	0	0	0.348	0.900	0.103	0.936
EIF4A3	LSM7	4435883	4434242	9606.ENSP00000269349	9606.ENSP00000252622	0	0	0	0	0.113	0.327	0.900	0.063	0.936
DHX9	RBM22	4442908	4432775	9606.ENSP00000356520	9606.ENSP00000199814	0	0	0	0	0.079	0.324	0.900	0.102	0.936
PTP4A1	TUBA1B	4443595	4440737	9606.ENSP00000359685	9606.ENSP00000336799	0	0	0	0	0.061	0.379	0.900	0	0.936
U2AF1L4	SNRPB2	4436995	4433966	9606.ENSP00000292879	9606.ENSP00000246071	0	0	0	0	0.084	0	0.900	0.352	0.935
CD3D	AP2M1	4437689	4436990	9606.ENSP00000300692	9606.ENSP00000292807	0	0	0	0	0	0.379	0.900	0	0.935
TANK	TNFRSF1B	4446069	4444700	9606.ENSP00000376505	9606.ENSP00000365435	0	0	0	0	0	0	0.900	0.386	0.935
NDUFC1	UQCRQ	4449976	4445100	9606.ENSP00000441126	9606.ENSP00000367939	0	0	0	0	0.249	0.847	0	0.483	0.935
CWC15	DHX9	4451135	4442908	9606.ENSP00000475615	9606.ENSP00000356520	0	0	0	0	0.076	0.313	0.900	0.095	0.934
EIF4E	CNOT6L	4449328	4449311	9606.ENSP00000425561	9606.ENSP00000424896	0	0	0	0	0.062	0	0.900	0.355	0.934
HIF1A	NR3C1	4449842	4433539	9606.ENSP00000437955	9606.ENSP00000231509	0	0	0	0	0	0.095	0.900	0.326	0.933
ADAR	IRF1	4443107	4433930	9606.ENSP00000357459	9606.ENSP00000245414	0	0	0	0	0.075	0	0.900	0.334	0.933
ALYREF	RANBP2	4449181	4436527	9606.ENSP00000421592	9606.ENSP00000283195	0	0	0	0	0.135	0.113	0.900	0.236	0.933
RANBP2	EIF4A3	4436527	4435883	9606.ENSP00000283195	9606.ENSP00000269349	0	0	0	0	0.158	0.260	0.900	0.056	0.933
RPSA	EIF4A3	4441585	4435883	9606.ENSP00000346067	9606.ENSP00000269349	0	0	0	0	0.304	0.063	0.900	0.084	0.932
SNRPB2	SRSF6	4433966	4433875	9606.ENSP00000246071	9606.ENSP00000244020	0	0	0	0	0.202	0.149	0.900	0.124	0.932
RPL8	CCT7	4435108	4434598	9606.ENSP00000262584	9606.ENSP00000258091	0	0	0.307	0	0.895	0	0	0.127	0.931
EIF4E	ALYREF	4449328	4449181	9606.ENSP00000425561	9606.ENSP00000421592	0	0	0	0	0.051	0	0.900	0.338	0.931
ALYREF	ILF2	4449181	4442589	9606.ENSP00000421592	9606.ENSP00000355011	0	0	0	0	0.925	0	0	0.099	0.930
DHX9	LSM3	4442908	4437830	9606.ENSP00000356520	9606.ENSP00000302160	0	0	0	0	0.328	0	0.900	0.050	0.930
EXOSC8	KRR1	4445877	4433449	9606.ENSP00000374354	9606.ENSP00000229214	0	0	0	0	0.129	0.262	0.900	0	0.930
DHX9	POLR2G	4442908	4437798	9606.ENSP00000356520	9606.ENSP00000301788	0	0	0	0	0.171	0	0.900	0.222	0.929
RSF1	MIS18BP1	4438702	4438540	9606.ENSP00000311513	9606.ENSP00000309790	0	0	0	0	0	0	0.900	0.326	0.929
IRF1	NR3C1	4433930	4433539	9606.ENSP00000245414	9606.ENSP00000231509	0	0	0	0	0	0	0.900	0.326	0.929
ALYREF	SNRPB2	4449181	4433966	9606.ENSP00000421592	9606.ENSP00000246071	0	0	0	0	0.321	0	0.900	0.047	0.929
TNFRSF1B	PSMB9	4444700	4444464	9606.ENSP00000365435	9606.ENSP00000363993	0	0	0	0	0.121	0	0.900	0.252	0.928
ALYREF	DDX3X	4449181	4446966	9606.ENSP00000421592	9606.ENSP00000382840	0	0	0	0	0.194	0.892	0	0.243	0.928
UBE2J1	ANAPC11	4450351	4441990	9606.ENSP00000451261	9606.ENSP00000349957	0	0	0	0	0.058	0.262	0.900	0.087	0.928
UBE2J1	RNF7	4450351	4436081	9606.ENSP00000451261	9606.ENSP00000273480	0	0	0	0	0.062	0.262	0.900	0.087	0.928
OAZ1	PSMB6	4451069	4435950	9606.ENSP00000473381	9606.ENSP00000270586	0	0	0	0	0.097	0	0.900	0.266	0.928
RPL10A	EIF4A3	4444285	4435883	9606.ENSP00000363018	9606.ENSP00000269349	0	0	0	0	0.223	0.134	0.900	0.064	0.928
UQCRFS1	ATP5H	4438219	4437775	9606.ENSP00000306397	9606.ENSP00000301587	0	0	0	0	0.878	0	0	0.436	0.928
EIF4E	RANBP2	4449328	4436527	9606.ENSP00000425561	9606.ENSP00000283195	0	0	0	0	0.174	0	0.900	0.189	0.927
MDH2	UQCRFS1	4439895	4438219	9606.ENSP00000327070	9606.ENSP00000306397	0	0	0	0	0.818	0	0	0.616	0.927
WDR43	NHP2	4447102	4436148	9606.ENSP00000384302	9606.ENSP00000274606	0	0	0	0	0.876	0.262	0	0.269	0.927
OPTN	RAB8B	4445111	4438817	9606.ENSP00000368022	9606.ENSP00000312734	0	0	0	0	0	0	0.900	0.301	0.927
PSMB9	PSMB6	4444464	4435950	9606.ENSP00000363993	9606.ENSP00000270586	0	0	0.438	0.959	0	0.270	0.900	0.746	0.927
SYNE2	UBE2I	4442074	4441792	9606.ENSP00000350719	9606.ENSP00000348056	0	0	0	0	0	0.293	0.900	0.043	0.926
SRP9	SEC61B	4438111	4433288	9606.ENSP00000305230	9606.ENSP00000223641	0	0	0	0	0.144	0	0.900	0.205	0.926
WASF2	ARPC1B	4451760	4447620	9606.ENSP00000483313	9606.ENSP00000389631	0	0	0	0	0.069	0	0.900	0.270	0.926
WDR43	RPSA	4447102	4441585	9606.ENSP00000384302	9606.ENSP00000346067	0	0	0	0	0.287	0	0.900	0	0.925
RGS1	LCK	4442888	4440823	9606.ENSP00000356429	9606.ENSP00000337825	0	0	0	0	0	0.177	0.900	0.164	0.925
EIF3M	CCT4	4449770	4446274	9606.ENSP00000436049	9606.ENSP00000377958	0	0	0	0	0.904	0	0	0.238	0.924
U2AF1L4	SNRPA1	4436995	4434347	9606.ENSP00000292879	9606.ENSP00000254193	0	0	0	0	0.064	0	0.900	0.259	0.924
ACTR2	AP2M1	4444985	4436990	9606.ENSP00000367220	9606.ENSP00000292807	0	0	0	0	0.241	0.063	0.900	0.049	0.923
RSL1D1	NHP2	4450638	4436148	9606.ENSP00000460871	9606.ENSP00000274606	0	0	0	0	0.873	0.369	0	0.122	0.923
IRF4	IRF1	4445477	4433930	9606.ENSP00000370343	9606.ENSP00000245414	0	0	0	0.703	0.091	0	0.900	0.652	0.923
CHMP2B	GABARAPL2	4435315	4432616	9606.ENSP00000263780	9606.ENSP00000037243	0	0	0	0	0.062	0	0.900	0.251	0.923
SARNP	RANBP2	4440807	4436527	9606.ENSP00000337632	9606.ENSP00000283195	0	0	0	0	0.133	0	0.900	0.175	0.922
GDI2	ACTR2	4445338	4444985	9606.ENSP00000369538	9606.ENSP00000367220	0	0	0	0	0.127	0	0.900	0.186	0.922
NDUFA3	UQCRFS1	4448964	4438219	9606.ENSP00000418438	9606.ENSP00000306397	0	0	0	0	0.286	0.829	0	0.413	0.922
DDX24	GLTSCR2	4451587	4433999	9606.ENSP00000481495	9606.ENSP00000246802	0	0	0	0	0.868	0.050	0	0.426	0.922
LSM3	POLR2G	4437830	4437798	9606.ENSP00000302160	9606.ENSP00000301788	0	0	0	0	0.229	0	0.900	0.072	0.922
POLR2G	EIF4A3	4437798	4435883	9606.ENSP00000301788	9606.ENSP00000269349	0	0	0	0	0.175	0.101	0.900	0.064	0.921
NCOA3	KMT2C	4443859	4435027	9606.ENSP00000361066	9606.ENSP00000262189	0	0	0	0	0.082	0.056	0.900	0.203	0.921
RANBP2	SRSF6	4436527	4433875	9606.ENSP00000283195	9606.ENSP00000244020	0	0	0	0	0.083	0.157	0.900	0.106	0.921
HSPA1A	RANBP2	4444600	4436527	9606.ENSP00000364802	9606.ENSP00000283195	0	0	0	0	0.079	0.163	0.900	0.097	0.921
POLR2G	SNRPB2	4437798	4433966	9606.ENSP00000301788	9606.ENSP00000246071	0	0	0	0	0.243	0	0.900	0	0.921
RPL10A	SEC61B	4444285	4433288	9606.ENSP00000363018	9606.ENSP00000223641	0	0	0	0	0.237	0	0.900	0	0.920
CWC15	LSM3	4451135	4437830	9606.ENSP00000475615	9606.ENSP00000302160	0	0	0	0	0.117	0	0.900	0.174	0.920
CCL4	GNAI2	4451651	4438833	9606.ENSP00000482259	9606.ENSP00000312999	0	0	0	0	0	0	0.900	0.231	0.919
RPSA	RPN1	4441585	4437255	9606.ENSP00000346067	9606.ENSP00000296255	0	0	0	0	0.079	0.196	0.900	0	0.919
NDUFS6	ATP5E	4436114	4433873	9606.ENSP00000274137	9606.ENSP00000243997	0	0	0	0	0.865	0	0	0.421	0.919
FNBP1	CD3D	4448700	4437689	9606.ENSP00000413625	9606.ENSP00000300692	0	0	0	0	0.056	0	0.900	0.216	0.919
LAMP2	VAPA	4448485	4441538	9606.ENSP00000408411	9606.ENSP00000345656	0	0	0	0	0.063	0	0.900	0.214	0.919
POLR2G	KMT2C	4437798	4435027	9606.ENSP00000301788	9606.ENSP00000262189	0	0	0	0	0	0.185	0.900	0.095	0.919
ANAPC11	PSMD8	4441990	4432854	9606.ENSP00000349957	9606.ENSP00000215071	0	0	0	0	0.098	0	0.900	0.182	0.919
RPL10A	SRP9	4444285	4438111	9606.ENSP00000363018	9606.ENSP00000305230	0	0	0	0	0.230	0	0.900	0	0.919
ADAR	IRF8	4443107	4435834	9606.ENSP00000357459	9606.ENSP00000268638	0	0	0	0	0.062	0	0.900	0.212	0.919
LYN	WIPF1	4449476	4446038	9606.ENSP00000428924	9606.ENSP00000376330	0	0	0	0	0.078	0	0.900	0.200	0.919
GNG2	PRKCH	4440566	4440075	9606.ENSP00000334448	9606.ENSP00000329127	0	0	0	0	0	0	0.900	0.215	0.918
SRSF10	POLR2G	4449097	4437798	9606.ENSP00000420195	9606.ENSP00000301788	0	0	0	0	0.101	0	0.900	0.168	0.918
ARIH2	RNF7	4441860	4436081	9606.ENSP00000348769	9606.ENSP00000273480	0	0	0	0	0.061	0	0.900	0.197	0.918
ALYREF	POLR2G	4449181	4437798	9606.ENSP00000421592	9606.ENSP00000301788	0	0	0	0	0.158	0	0.900	0.111	0.918
UBE2B	RNF114	4435585	4433880	9606.ENSP00000265339	9606.ENSP00000244061	0	0	0	0	0.062	0	0.900	0.205	0.918
POLR2G	SNRPA1	4437798	4434347	9606.ENSP00000301788	9606.ENSP00000254193	0	0	0	0	0.214	0	0.900	0	0.918
SARNP	SRSF6	4440807	4433875	9606.ENSP00000337632	9606.ENSP00000244020	0	0	0	0	0.183	0	0.900	0.075	0.917
POLR2G	SRSF6	4437798	4433875	9606.ENSP00000301788	9606.ENSP00000244020	0	0	0	0	0.201	0	0.900	0.050	0.917
PTPN22	CD3D	4442291	4437689	9606.ENSP00000352833	9606.ENSP00000300692	0	0	0	0	0.204	0	0.900	0.047	0.917
AP3S1	AP2M1	4439757	4436990	9606.ENSP00000325369	9606.ENSP00000292807	0	0	0	0	0.068	0.387	0.720	0.546	0.917
POLR2G	LSM7	4437798	4434242	9606.ENSP00000301788	9606.ENSP00000252622	0	0	0	0	0.197	0	0.900	0	0.916
WDR43	EXOSC8	4447102	4445877	9606.ENSP00000384302	9606.ENSP00000374354	0	0	0	0	0.203	0	0.900	0	0.916
UBE2J1	UBE2B	4450351	4435585	9606.ENSP00000451261	9606.ENSP00000265339	0	0	0	0.706	0.062	0	0.900	0.532	0.916
MRPS6	RPL10A	4446909	4444285	9606.ENSP00000382250	9606.ENSP00000363018	0.132	0	0	0	0.580	0.709	0	0.308	0.916
ANAPC11	PSMB6	4441990	4435950	9606.ENSP00000349957	9606.ENSP00000270586	0	0	0	0	0.188	0	0.900	0	0.915
DDX17	UBE2I	4446598	4441792	9606.ENSP00000380033	9606.ENSP00000348056	0	0	0	0	0.103	0.084	0.900	0.096	0.915
PTTG1	PSMB6	4446209	4435950	9606.ENSP00000377536	9606.ENSP00000270586	0	0	0	0	0.087	0	0.900	0.151	0.915
TNRC6B	KMT2C	4448205	4435027	9606.ENSP00000401946	9606.ENSP00000262189	0	0	0	0	0.174	0	0.900	0.051	0.914
U2AF1L4	RBM22	4436995	4432775	9606.ENSP00000292879	9606.ENSP00000199814	0	0	0	0	0.064	0	0.900	0.164	0.914
DHX9	RPL8	4442908	4435108	9606.ENSP00000356520	9606.ENSP00000262584	0	0	0	0	0.112	0.064	0.900	0.088	0.914
LARP4B	DHX9	4451715	4442908	9606.ENSP00000482767	9606.ENSP00000356520	0	0	0	0	0.073	0	0.900	0.147	0.914
EIF4E	RPSA	4449328	4441585	9606.ENSP00000425561	9606.ENSP00000346067	0	0	0	0	0.064	0.042	0.900	0.156	0.914
C14orf2	ATP5H	4448197	4437775	9606.ENSP00000401770	9606.ENSP00000301587	0	0	0	0	0.654	0.185	0.720	0	0.914
CNOT6L	EIF4A3	4449311	4435883	9606.ENSP00000424896	9606.ENSP00000269349	0	0	0	0	0.062	0.125	0.900	0.068	0.913
RGS1	CD3D	4442888	4437689	9606.ENSP00000356429	9606.ENSP00000300692	0	0	0	0	0.091	0	0.900	0.128	0.913
HIF1A	HIGD1A	4449842	4448007	9606.ENSP00000437955	9606.ENSP00000398064	0	0	0	0	0	0	0.900	0.173	0.913
U2AF1L4	LSM7	4436995	4434242	9606.ENSP00000292879	9606.ENSP00000252622	0	0	0	0	0.084	0	0.900	0.131	0.913
LSM7	RBM22	4434242	4432775	9606.ENSP00000252622	9606.ENSP00000199814	0	0	0	0	0.051	0	0.900	0.152	0.912
IRF4	NR3C1	4445477	4433539	9606.ENSP00000370343	9606.ENSP00000231509	0	0	0	0	0	0	0.900	0.163	0.912
LYN	GNAI2	4449476	4438833	9606.ENSP00000428924	9606.ENSP00000312999	0	0	0	0	0.061	0.085	0.900	0.105	0.912
DHX9	U2AF1L4	4442908	4436995	9606.ENSP00000356520	9606.ENSP00000292879	0	0	0	0	0.063	0	0.900	0.144	0.912
POLE3	POLR2G	4444334	4437798	9606.ENSP00000363286	9606.ENSP00000301788	0	0	0	0	0.157	0	0.900	0	0.912
TRA2B	POLR2G	4448854	4437798	9606.ENSP00000416959	9606.ENSP00000301788	0	0	0	0	0.144	0	0.900	0.049	0.911
PPP6R3	ANKRD44	4446190	4436477	9606.ENSP00000377390	9606.ENSP00000282272	0	0	0	0	0.079	0.808	0	0.537	0.911
ATG12	RB1CC1	4449317	4432608	9606.ENSP00000425107	9606.ENSP00000025008	0	0	0	0	0	0.041	0	0.911	0.911
NDUFA1	UQCRFS1	4443745	4438219	9606.ENSP00000360492	9606.ENSP00000306397	0	0	0	0	0.130	0.829	0	0.448	0.911
ANAPC11	PSMA2	4441990	4433278	9606.ENSP00000349957	9606.ENSP00000223321	0	0	0	0	0.141	0	0.900	0	0.910
IST1	GDI2	4449865	4445338	9606.ENSP00000438399	9606.ENSP00000369538	0	0	0	0	0.138	0	0.900	0	0.910
HSPA4	CCT7	4437917	4434598	9606.ENSP00000302961	9606.ENSP00000258091	0.045	0	0	0	0.795	0.262	0	0.450	0.910
PTTG1	PSMA2	4446209	4433278	9606.ENSP00000377536	9606.ENSP00000223321	0	0	0	0	0.136	0	0.900	0	0.909
LSM7	SRSF6	4434242	4433875	9606.ENSP00000252622	9606.ENSP00000244020	0	0	0	0	0.080	0	0.900	0.093	0.909
RAN	POLR2G	4450191	4437798	9606.ENSP00000446215	9606.ENSP00000301788	0	0	0	0	0.131	0	0.900	0	0.909
MRPS6	RPL8	4446909	4435108	9606.ENSP00000382250	9606.ENSP00000262584	0	0	0	0	0.593	0.713	0	0.285	0.909
RPL10A	DHX9	4444285	4442908	9606.ENSP00000363018	9606.ENSP00000356520	0	0	0	0	0.120	0	0.900	0.050	0.909
PTTG1	PSMD8	4446209	4432854	9606.ENSP00000377536	9606.ENSP00000215071	0	0	0	0	0.070	0	0.900	0.093	0.908
CSNK1A1	PSMB6	4449183	4435950	9606.ENSP00000421689	9606.ENSP00000270586	0	0	0	0	0	0	0.900	0.122	0.908
IST1	ACTR2	4449865	4444985	9606.ENSP00000438399	9606.ENSP00000367220	0	0	0	0	0.062	0	0.900	0.102	0.908
CWC15	SRSF6	4451135	4433875	9606.ENSP00000475615	9606.ENSP00000244020	0	0	0	0	0.092	0	0.900	0.071	0.908
SRSF6	RBM22	4433875	4432775	9606.ENSP00000244020	9606.ENSP00000199814	0	0	0	0	0.119	0	0.900	0.048	0.908
EIF4E	ZCCHC11	4449328	4434530	9606.ENSP00000425561	9606.ENSP00000257177	0	0	0	0	0.064	0.054	0.900	0.088	0.908
SPCS3	RPN1	4449402	4437255	9606.ENSP00000427463	9606.ENSP00000296255	0	0	0	0	0.072	0	0.900	0.092	0.908
SAFB	UBE2I	4450849	4441792	9606.ENSP00000467423	9606.ENSP00000348056	0	0	0	0	0.073	0	0.900	0.089	0.908
ATP5C1	PDHB	4441891	4438304	9606.ENSP00000349142	9606.ENSP00000307241	0	0	0	0	0.863	0	0	0.355	0.908
LCK	GNAI2	4440823	4438833	9606.ENSP00000337825	9606.ENSP00000312999	0	0	0	0	0	0.085	0.900	0.080	0.908
TAF9	APRT	4445457	4445041	9606.ENSP00000370201	9606.ENSP00000367615	0	0	0	0	0.109	0	0.900	0	0.907
EXOSC8	RPL10A	4445877	4444285	9606.ENSP00000374354	9606.ENSP00000363018	0	0	0	0	0.111	0	0.900	0	0.907
CWC15	POLR2G	4451135	4437798	9606.ENSP00000475615	9606.ENSP00000301788	0	0	0	0	0.108	0	0.900	0	0.907
MRPS6	MRPS36	4446909	4434483	9606.ENSP00000382250	9606.ENSP00000256441	0	0	0	0	0.059	0	0.900	0.096	0.907
CWC15	LSM7	4451135	4434242	9606.ENSP00000475615	9606.ENSP00000252622	0	0	0	0	0.107	0	0.900	0	0.906
FNBP1	AP2M1	4448700	4436990	9606.ENSP00000413625	9606.ENSP00000292807	0	0	0	0	0.061	0	0.900	0.089	0.906
ALYREF	U2AF1L4	4449181	4436995	9606.ENSP00000421592	9606.ENSP00000292879	0	0	0	0	0.081	0	0.900	0.066	0.906
EIF4A3	ZCCHC11	4435883	4434530	9606.ENSP00000269349	9606.ENSP00000257177	0	0	0	0	0.064	0.064	0.900	0.054	0.906
TNFRSF1B	PSMB6	4444700	4435950	9606.ENSP00000365435	9606.ENSP00000270586	0	0	0	0	0	0	0.900	0.102	0.906
UBE2J1	ARIH2	4450351	4441860	9606.ENSP00000451261	9606.ENSP00000348769	0	0	0	0	0.061	0.087	0.900	0	0.906
RPN1	PSMB6	4437255	4435950	9606.ENSP00000296255	9606.ENSP00000270586	0	0	0	0	0.107	0	0.900	0	0.906
DHX9	LSM7	4442908	4434242	9606.ENSP00000356520	9606.ENSP00000252622	0	0	0	0	0.095	0	0.900	0.050	0.906
HIF1A	PSMB9	4449842	4444464	9606.ENSP00000437955	9606.ENSP00000363993	0	0	0	0	0	0	0.900	0.089	0.905
CWC15	U2AF1L4	4451135	4436995	9606.ENSP00000475615	9606.ENSP00000292879	0	0	0	0	0.084	0	0.900	0.049	0.905
HIF1A	PSMB6	4449842	4435950	9606.ENSP00000437955	9606.ENSP00000270586	0	0	0	0	0	0	0.900	0.095	0.905
OAZ1	PSMB9	4451069	4444464	9606.ENSP00000473381	9606.ENSP00000363993	0	0	0	0	0.061	0	0.900	0.076	0.905
POLR2G	RBM22	4437798	4432775	9606.ENSP00000301788	9606.ENSP00000199814	0	0	0	0	0.095	0	0.900	0	0.905
OAZ1	PSMD8	4451069	4432854	9606.ENSP00000473381	9606.ENSP00000215071	0	0	0	0	0.090	0	0.900	0	0.905
PSMB9	ANAPC11	4444464	4441990	9606.ENSP00000363993	9606.ENSP00000349957	0	0	0	0	0.087	0	0.900	0	0.904
CWC15	ALYREF	4451135	4449181	9606.ENSP00000475615	9606.ENSP00000421592	0	0	0	0	0.074	0	0.900	0.049	0.904
GNAI2	CD3D	4438833	4437689	9606.ENSP00000312999	9606.ENSP00000300692	0	0	0	0	0	0	0.900	0.081	0.904
PDIA6	MIA3	4447225	4441090	9606.ENSP00000385385	9606.ENSP00000340900	0	0	0	0	0.061	0	0.900	0.063	0.904
CSNK1A1	PSMA2	4449183	4433278	9606.ENSP00000421689	9606.ENSP00000223321	0	0	0	0	0.063	0	0.900	0.058	0.904
PTTG1	PSMB9	4446209	4444464	9606.ENSP00000377536	9606.ENSP00000363993	0	0	0	0	0	0	0.900	0.082	0.904
ARIH2	UBE2B	4441860	4435585	9606.ENSP00000348769	9606.ENSP00000265339	0	0	0	0	0	0.087	0.900	0	0.904
UBE2I	TERF2IP	4441792	4437630	9606.ENSP00000348056	9606.ENSP00000300086	0	0	0	0	0.073	0	0.900	0	0.903
EXOSC8	RPL8	4445877	4435108	9606.ENSP00000374354	9606.ENSP00000262584	0	0	0	0	0.070	0	0.900	0	0.903
CCT4	STAT3	4446274	4435468	9606.ENSP00000377958	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.070	0.903
EIF4E	RPL8	4449328	4435108	9606.ENSP00000425561	9606.ENSP00000262584	0	0	0	0	0.064	0	0.900	0.053	0.903
AP1G1	BLOC1S6	4446158	4433120	9606.ENSP00000377148	9606.ENSP00000220531	0	0	0	0	0.062	0	0.900	0.053	0.903
HIF1A	PSMA2	4449842	4433278	9606.ENSP00000437955	9606.ENSP00000223321	0	0	0	0	0	0	0.900	0.072	0.903
CCL4	GNG2	4451651	4440566	9606.ENSP00000482259	9606.ENSP00000334448	0	0	0	0	0.064	0	0.900	0	0.902
NABP1	POLR2G	4448285	4437798	9606.ENSP00000403683	9606.ENSP00000301788	0	0	0	0	0.062	0	0.900	0	0.902
UBE2J1	RNF114	4450351	4433880	9606.ENSP00000451261	9606.ENSP00000244061	0	0	0	0	0.061	0	0.900	0	0.902
LARP4B	RPL10A	4451715	4444285	9606.ENSP00000482767	9606.ENSP00000363018	0	0	0	0	0.069	0	0.900	0	0.902
TNRC6B	NCOA3	4448205	4443859	9606.ENSP00000401946	9606.ENSP00000361066	0	0	0	0	0.065	0	0.900	0	0.902
U2AF1L4	EIF4A3	4436995	4435883	9606.ENSP00000292879	9606.ENSP00000269349	0	0	0	0	0.065	0	0.900	0.043	0.902
POLE3	UBE2B	4444334	4435585	9606.ENSP00000363286	9606.ENSP00000265339	0	0	0	0	0.064	0	0.900	0	0.902
LSM3	RBM22	4437830	4432775	9606.ENSP00000302160	9606.ENSP00000199814	0	0	0	0	0.063	0	0.900	0	0.902
RPL10A	RPN1	4444285	4437255	9606.ENSP00000363018	9606.ENSP00000296255	0	0	0	0	0.064	0	0.900	0	0.902
ARPP19	ENSA	4450515	4441179	9606.ENSP00000455625	9606.ENSP00000341743	0	0	0	0.965	0	0	0.900	0.862	0.902
CSNK1A1	PSMB9	4449183	4444464	9606.ENSP00000421689	9606.ENSP00000363993	0	0	0	0	0	0	0.900	0.069	0.902
POLR2G	U2AF1L4	4437798	4436995	9606.ENSP00000301788	9606.ENSP00000292879	0	0	0	0	0.063	0	0.900	0	0.902
LSM3	U2AF1L4	4437830	4436995	9606.ENSP00000302160	9606.ENSP00000292879	0	0	0	0	0.064	0	0.900	0	0.902
NCOA3	POLR2G	4443859	4437798	9606.ENSP00000361066	9606.ENSP00000301788	0	0	0	0	0.062	0	0.900	0	0.902
U2AF1L4	RANBP2	4436995	4436527	9606.ENSP00000292879	9606.ENSP00000283195	0	0	0	0	0.064	0	0.900	0	0.902
SPCS3	RPL8	4449402	4435108	9606.ENSP00000427463	9606.ENSP00000262584	0	0	0	0	0.063	0	0.900	0	0.902
IRF4	ADAR	4445477	4443107	9606.ENSP00000370343	9606.ENSP00000357459	0	0	0	0	0	0	0.900	0.063	0.902
CSNK1A1	PSMD8	4449183	4432854	9606.ENSP00000421689	9606.ENSP00000215071	0	0	0	0	0.063	0	0.900	0	0.902
DTX3L	RNF114	4437247	4433880	9606.ENSP00000296161	9606.ENSP00000244061	0	0	0	0	0.064	0	0.900	0	0.902
SPCS3	RPL10A	4449402	4444285	9606.ENSP00000427463	9606.ENSP00000363018	0	0	0	0	0.066	0	0.900	0	0.902
ANAPC11	ARIH2	4441990	4441860	9606.ENSP00000349957	9606.ENSP00000348769	0	0	0	0	0.055	0	0.900	0	0.901
MRPL57	MRPS36	4438628	4434483	9606.ENSP00000310726	9606.ENSP00000256441	0	0	0	0	0.058	0	0.900	0	0.901
LARP4B	RPL8	4451715	4435108	9606.ENSP00000482767	9606.ENSP00000262584	0	0	0	0	0.055	0	0.900	0	0.901
NDUFA1	ATP5E	4443745	4433873	9606.ENSP00000360492	9606.ENSP00000243997	0	0	0	0	0.825	0	0	0.459	0.901
RPN1	PSMA2	4437255	4433278	9606.ENSP00000296255	9606.ENSP00000223321	0	0	0	0	0.057	0	0.900	0	0.901
ALYREF	RBM22	4449181	4432775	9606.ENSP00000421592	9606.ENSP00000199814	0	0	0	0	0.059	0	0.900	0	0.901
STAT3	CCT7	4435468	4434598	9606.ENSP00000264657	9606.ENSP00000258091	0	0	0	0	0	0	0.900	0.050	0.900
