#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
SF3B1	U2AF1L4	4440663	4436995	9606.ENSP00000335321	9606.ENSP00000292879	0	0	0	0	0.096	0	0.900	0.549	0.955
TRAM1	SSR1	4435033	4433913	9606.ENSP00000262213	9606.ENSP00000244763	0	0	0	0	0.425	0	0.900	0.279	0.955
EIF4E	CNOT7	4449328	4442644	9606.ENSP00000425561	9606.ENSP00000355279	0	0	0	0	0.090	0.267	0.900	0.407	0.955
VIM	STAT3	4450181	4435468	9606.ENSP00000446007	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.577	0.955
DCP1A	LSM3	4451148	4437830	9606.ENSP00000476046	9606.ENSP00000302160	0	0	0	0	0.086	0.269	0.900	0.417	0.955
DHX9	EIF4A3	4442908	4435883	9606.ENSP00000356520	9606.ENSP00000269349	0	0	0	0	0.288	0.157	0.900	0.347	0.955
SNRPB	RBM17	4448654	4447560	9606.ENSP00000412566	9606.ENSP00000388638	0	0	0	0	0.513	0	0.900	0.160	0.955
EEF1B2	RPL8	4445998	4435108	9606.ENSP00000376056	9606.ENSP00000262584	0	0	0	0	0.941	0	0	0.269	0.955
HLA-F	IRF1	4434738	4433930	9606.ENSP00000259951	9606.ENSP00000245414	0	0	0	0	0.152	0	0.900	0.509	0.954
TUBA1B	CCT7	4440737	4434598	9606.ENSP00000336799	9606.ENSP00000258091	0	0	0	0	0.189	0.445	0.900	0.107	0.954
EIF3L	RPSA	4452102	4441585	9606.ENSP00000485663	9606.ENSP00000346067	0	0	0	0	0.463	0	0.900	0.215	0.954
EIF4E	EIF1AX	4449328	4445241	9606.ENSP00000425561	9606.ENSP00000368927	0	0	0	0	0.318	0	0.900	0.391	0.954
SNRPA1	SRSF6	4434347	4433875	9606.ENSP00000254193	9606.ENSP00000244020	0	0	0	0	0.245	0.261	0.900	0.277	0.954
H2AFV	SMARCA5	4438410	4436522	9606.ENSP00000308405	9606.ENSP00000283131	0	0	0	0	0.093	0.187	0.900	0.448	0.953
EIF1AX	RPL8	4445241	4435108	9606.ENSP00000368927	9606.ENSP00000262584	0.219	0	0	0	0.283	0.043	0.900	0.269	0.953
DNAJB11	PDIA6	4448735	4447225	9606.ENSP00000414398	9606.ENSP00000385385	0	0	0	0	0.900	0.129	0	0.506	0.953
RGS1	GNAI2	4442888	4438833	9606.ENSP00000356429	9606.ENSP00000312999	0	0	0	0	0.064	0.282	0.900	0.383	0.953
PRPF40A	PCF11	4447382	4437472	9606.ENSP00000386458	9606.ENSP00000298281	0	0	0	0	0.288	0	0.900	0.396	0.953
ATP5A1	TOMM20	4446852	4442701	9606.ENSP00000381736	9606.ENSP00000355566	0	0	0	0	0.215	0	0.900	0.442	0.952
EEF1B2	RPS17	4445998	4441582	9606.ENSP00000376056	9606.ENSP00000346046	0	0	0	0	0.949	0	0	0.108	0.952
ACTR2	MYH9	4444985	4432924	9606.ENSP00000367220	9606.ENSP00000216181	0	0	0	0	0.082	0.244	0.900	0.397	0.952
FNBP1	ACTR2	4448700	4444985	9606.ENSP00000413625	9606.ENSP00000367220	0	0	0	0	0.062	0.080	0.900	0.516	0.952
NHP2	KRR1	4436148	4433449	9606.ENSP00000274606	9606.ENSP00000229214	0	0	0	0	0.883	0.361	0	0.417	0.952
EIF4A3	RPL8	4435883	4435108	9606.ENSP00000269349	9606.ENSP00000262584	0	0	0	0	0.292	0.360	0.900	0.074	0.952
SNRPB	STRAP	4448654	4447735	9606.ENSP00000412566	9606.ENSP00000392270	0	0	0	0	0.101	0.328	0.900	0.303	0.952
PTGES3	CCT2	4451634	4437556	9606.ENSP00000482075	9606.ENSP00000299300	0	0	0	0	0.450	0	0.900	0.209	0.952
PRPF40A	RBM5	4447382	4441303	9606.ENSP00000386458	9606.ENSP00000343054	0	0	0	0	0.172	0	0.900	0.474	0.952
SMC3	SMC4	4442527	4441992	9606.ENSP00000354720	9606.ENSP00000349961	0	0	0.349	0.564	0.870	0.332	0	0.886	0.952
RPL10A	EIF3C	4444285	4440376	9606.ENSP00000363018	9606.ENSP00000332604	0	0	0	0	0.497	0	0.900	0.122	0.952
SMARCA5	EP300	4436522	4435224	9606.ENSP00000283131	9606.ENSP00000263253	0	0	0	0	0.063	0.185	0.900	0.449	0.952
TRA2B	SNRPB	4448854	4448654	9606.ENSP00000416959	9606.ENSP00000412566	0	0	0	0	0.221	0.309	0.900	0.224	0.952
UQCRFS1	ATP5G3	4438219	4436602	9606.ENSP00000306397	9606.ENSP00000284727	0	0	0	0	0.918	0	0	0.441	0.952
PRPF40A	SRSF6	4447382	4433875	9606.ENSP00000386458	9606.ENSP00000244020	0	0	0	0	0.202	0.260	0.900	0.271	0.951
SNRPB	SRSF6	4448654	4433875	9606.ENSP00000412566	9606.ENSP00000244020	0	0	0	0	0.269	0.266	0.900	0.201	0.951
NXT1	THOC2	4434402	4433949	9606.ENSP00000254998	9606.ENSP00000245838	0	0	0	0	0	0	0.900	0.531	0.951
CCL5	ANXA1	4451102	4444796	9606.ENSP00000474412	9606.ENSP00000366109	0	0	0	0	0.061	0	0.900	0.524	0.951
NOP56	CCT7	4445513	4434598	9606.ENSP00000370589	9606.ENSP00000258091	0	0	0	0	0.532	0	0.900	0.042	0.951
PCF11	FYTTD1	4437472	4433803	9606.ENSP00000298281	9606.ENSP00000241502	0	0	0	0	0.105	0	0.900	0.501	0.951
ALYREF	SNRPN	4449181	4446975	9606.ENSP00000421592	9606.ENSP00000382972	0	0	0	0	0.284	0.368	0.900	0.045	0.951
UQCRQ	ATP5C1	4445100	4441891	9606.ENSP00000367939	9606.ENSP00000349142	0	0	0	0	0.868	0.363	0	0.455	0.950
EXOSC8	NOP56	4445877	4445513	9606.ENSP00000374354	9606.ENSP00000370589	0	0	0	0	0.205	0	0.900	0.429	0.950
RHOA	MYH9	4448110	4432924	9606.ENSP00000400175	9606.ENSP00000216181	0	0	0	0	0.079	0.169	0.900	0.428	0.950
EIF1AX	RPL10A	4445241	4444285	9606.ENSP00000368927	9606.ENSP00000363018	0.219	0	0	0	0.254	0	0.900	0.248	0.950
IFITM3	STAT2	4446948	4439022	9606.ENSP00000382707	9606.ENSP00000315768	0	0	0	0	0.124	0	0.900	0.475	0.950
H2AFV	EP300	4438410	4435224	9606.ENSP00000308405	9606.ENSP00000263253	0	0	0	0	0.063	0.261	0.900	0.371	0.950
RBM5	SF3B1	4441303	4440663	9606.ENSP00000343054	9606.ENSP00000335321	0	0	0	0	0.285	0	0.900	0.359	0.950
PRPF39	RBM25	4441785	4434986	9606.ENSP00000348010	9606.ENSP00000261973	0	0	0	0	0.314	0.736	0	0.748	0.950
ALYREF	SRSF10	4449181	4449097	9606.ENSP00000421592	9606.ENSP00000420195	0	0	0	0	0.339	0.170	0.900	0.195	0.949
STAT2	IRF8	4439022	4435834	9606.ENSP00000315768	9606.ENSP00000268638	0	0	0	0	0.062	0	0.900	0.503	0.949
UBE2N	RNF181	4439045	4438269	9606.ENSP00000316176	9606.ENSP00000306906	0	0	0	0	0	0.504	0.900	0.058	0.949
STAT2	STAT3	4439022	4435468	9606.ENSP00000315768	9606.ENSP00000264657	0	0	0	0.867	0.063	0.441	0.900	0.848	0.949
RAD23A	UBE2I	4450835	4441792	9606.ENSP00000467024	9606.ENSP00000348056	0	0	0	0	0.135	0.229	0.900	0.332	0.949
SQSTM1	VDAC1	4445887	4435583	9606.ENSP00000374455	9606.ENSP00000265333	0	0	0	0	0	0	0.900	0.519	0.949
ALYREF	LSM3	4449181	4437830	9606.ENSP00000421592	9606.ENSP00000302160	0	0	0	0	0.514	0	0.900	0	0.949
RBM25	SNRPA1	4434986	4434347	9606.ENSP00000261973	9606.ENSP00000254193	0	0	0	0	0.302	0.792	0	0.679	0.949
CCT4	EIF3I	4446274	4444219	9606.ENSP00000377958	9606.ENSP00000362688	0	0	0	0	0.948	0.058	0	0	0.949
CCL4	GPR183	4451651	4444726	9606.ENSP00000482259	9606.ENSP00000365596	0	0	0	0	0.452	0	0.900	0.149	0.949
RAN	TPR	4450191	4442896	9606.ENSP00000446215	9606.ENSP00000356448	0	0	0	0	0.104	0.387	0.900	0.185	0.949
U2AF1L4	SRSF6	4436995	4433875	9606.ENSP00000292879	9606.ENSP00000244020	0	0	0	0	0.063	0.186	0.900	0.409	0.948
HSPA1A	HSPA4	4444600	4437917	9606.ENSP00000364802	9606.ENSP00000302961	0	0	0.433	0.792	0.215	0.192	0.900	0.887	0.948
PTGES3	CCT4	4451634	4446274	9606.ENSP00000482075	9606.ENSP00000377958	0	0	0	0	0.399	0	0.900	0.214	0.948
BUB3	RANBP2	4443208	4436527	9606.ENSP00000357858	9606.ENSP00000283195	0	0	0	0	0.202	0	0.900	0.410	0.948
PRPF40A	SNRPN	4447382	4446975	9606.ENSP00000386458	9606.ENSP00000382972	0	0	0	0	0.062	0.336	0.900	0.269	0.948
RSL1D1	GLTSCR2	4450638	4433999	9606.ENSP00000460871	9606.ENSP00000246802	0	0	0	0	0.881	0.423	0	0.305	0.948
EP300	SNW1	4435224	4434897	9606.ENSP00000263253	9606.ENSP00000261531	0	0	0	0	0.079	0.294	0.900	0.297	0.948
LSM3	EIF4A3	4437830	4435883	9606.ENSP00000302160	9606.ENSP00000269349	0	0	0	0	0.283	0.328	0.900	0.057	0.948
IFITM3	IRF1	4446948	4433930	9606.ENSP00000382707	9606.ENSP00000245414	0	0	0	0	0.062	0	0.900	0.490	0.948
UQCRFS1	NDUFB10	4438219	4435837	9606.ENSP00000306397	9606.ENSP00000268668	0	0	0	0	0.593	0.829	0	0.299	0.947
EIF4A3	FYTTD1	4435883	4433803	9606.ENSP00000269349	9606.ENSP00000241502	0	0	0	0	0.093	0.247	0.900	0.328	0.947
SRSF10	DHX9	4449097	4442908	9606.ENSP00000420195	9606.ENSP00000356520	0	0	0	0	0.307	0.185	0.900	0.171	0.947
CYLD	SQSTM1	4447722	4445887	9606.ENSP00000392025	9606.ENSP00000374455	0	0	0	0	0	0.404	0.800	0.597	0.947
EEF1B2	RPS15A	4445998	4439216	9606.ENSP00000376056	9606.ENSP00000318646	0	0	0	0	0.944	0	0	0.094	0.947
ANXA1	ANXA2	4444796	4441580	9606.ENSP00000366109	9606.ENSP00000346032	0	0	0	0.938	0.470	0	0.900	0.851	0.947
RSL1D1	DNTTIP2	4450638	4448586	9606.ENSP00000460871	9606.ENSP00000411010	0	0	0	0	0.738	0.782	0	0.150	0.947
EIF3I	CCT7	4444219	4434598	9606.ENSP00000362688	9606.ENSP00000258091	0	0	0	0	0.938	0.058	0	0.161	0.947
DHX9	SF3B1	4442908	4440663	9606.ENSP00000356520	9606.ENSP00000335321	0	0	0	0	0.294	0.264	0.900	0.112	0.947
UBE2N	RNF7	4439045	4436081	9606.ENSP00000316176	9606.ENSP00000273480	0	0	0	0	0.061	0.264	0.900	0.323	0.947
RHOA	ELMO1	4448110	4438759	9606.ENSP00000400175	9606.ENSP00000312185	0	0	0	0	0.061	0.260	0.900	0.323	0.946
RBM17	SRSF6	4447560	4433875	9606.ENSP00000388638	9606.ENSP00000244020	0	0	0	0	0.245	0	0.900	0.343	0.946
DHX9	SRSF6	4442908	4433875	9606.ENSP00000356520	9606.ENSP00000244020	0	0	0	0	0.343	0.128	0.900	0.181	0.946
SF3B1	PCF11	4440663	4437472	9606.ENSP00000335321	9606.ENSP00000298281	0	0	0	0	0.245	0	0.900	0.346	0.946
TGOLN2	HSP90B1	4447376	4437604	9606.ENSP00000386443	9606.ENSP00000299767	0	0	0	0	0.061	0	0.900	0.471	0.946
RAB1A	RAB8B	4447492	4438817	9606.ENSP00000387286	9606.ENSP00000312734	0	0	0.445	0.951	0.149	0.385	0.900	0.675	0.946
SPCS3	SSR1	4449402	4433913	9606.ENSP00000427463	9606.ENSP00000244763	0	0	0	0	0.181	0	0.900	0.401	0.946
EIF3M	EIF4E	4449770	4449328	9606.ENSP00000436049	9606.ENSP00000425561	0	0	0	0	0.129	0	0.900	0.439	0.946
CCL3	STAT3	4451253	4435468	9606.ENSP00000477908	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.487	0.946
LCK	ELMO1	4440823	4438759	9606.ENSP00000337825	9606.ENSP00000312185	0	0	0	0	0	0	0.900	0.473	0.945
TRA2B	U2AF1L4	4448854	4436995	9606.ENSP00000416959	9606.ENSP00000292879	0	0	0	0	0.087	0.222	0.900	0.318	0.945
VDAC2	ATP5C1	4443964	4441891	9606.ENSP00000361635	9606.ENSP00000349142	0	0	0	0	0.579	0.792	0	0.429	0.945
SMC4	H2AFV	4441992	4438410	9606.ENSP00000349961	9606.ENSP00000308405	0	0	0	0	0.164	0.087	0.900	0.363	0.945
MRPS36	MRPL51	4434483	4433450	9606.ENSP00000256441	9606.ENSP00000229238	0	0	0	0	0.100	0	0.900	0.441	0.945
BAZ1B	H2AFV	4441256	4438410	9606.ENSP00000342434	9606.ENSP00000308405	0	0	0	0	0.080	0.261	0.900	0.291	0.945
ANAPC11	UBE2N	4441990	4439045	9606.ENSP00000349957	9606.ENSP00000316176	0	0	0	0	0.063	0.262	0.900	0.310	0.945
POLR2G	SNRPC	4437798	4433898	9606.ENSP00000301788	9606.ENSP00000244520	0	0	0	0	0.311	0	0.900	0.269	0.945
WDR43	RPS15A	4447102	4439216	9606.ENSP00000384302	9606.ENSP00000318646	0	0	0	0	0.138	0.414	0.900	0	0.945
RPSA	CCT2	4441585	4437556	9606.ENSP00000346067	9606.ENSP00000299300	0	0	0	0	0.937	0	0	0.173	0.945
EIF3I	RPL22	4444219	4441587	9606.ENSP00000362688	9606.ENSP00000346088	0	0	0	0	0.444	0	0.900	0.094	0.945
NOP56	RPSA	4445513	4441585	9606.ENSP00000370589	9606.ENSP00000346067	0	0	0	0	0.446	0.050	0.900	0.069	0.944
DHX9	SNW1	4442908	4434897	9606.ENSP00000356520	9606.ENSP00000261531	0	0	0	0	0.133	0.350	0.900	0.124	0.944
TRA2B	SNW1	4448854	4434897	9606.ENSP00000416959	9606.ENSP00000261531	0	0	0	0	0.100	0.373	0.900	0.133	0.944
EIF3I	CCT2	4444219	4437556	9606.ENSP00000362688	9606.ENSP00000299300	0	0	0	0	0.943	0.058	0	0	0.944
PRPF40A	EIF4A3	4447382	4435883	9606.ENSP00000386458	9606.ENSP00000269349	0	0	0	0	0.137	0.397	0.900	0.057	0.944
DCP1A	EIF4A3	4451148	4435883	9606.ENSP00000476046	9606.ENSP00000269349	0	0	0	0	0.085	0.064	0.900	0.424	0.944
NOP56	CCT2	4445513	4437556	9606.ENSP00000370589	9606.ENSP00000299300	0	0	0	0	0.424	0	0.900	0.112	0.944
LYN	RHOA	4449476	4448110	9606.ENSP00000428924	9606.ENSP00000400175	0	0	0	0	0	0.160	0.900	0.397	0.944
EIF4A3	SRSF6	4435883	4433875	9606.ENSP00000269349	9606.ENSP00000244020	0.042	0	0	0	0.216	0.283	0.900	0.133	0.944
ACTR2	CCT2	4444985	4437556	9606.ENSP00000367220	9606.ENSP00000299300	0	0	0	0	0.355	0.141	0.900	0.122	0.944
RHOA	LCK	4448110	4440823	9606.ENSP00000400175	9606.ENSP00000337825	0	0	0	0	0	0.160	0.900	0.389	0.944
ATP5H	SOD1	4437775	4435927	9606.ENSP00000301587	9606.ENSP00000270142	0	0	0	0	0.910	0	0	0.400	0.943
DNTTIP2	RPF1	4448586	4443596	9606.ENSP00000411010	9606.ENSP00000359688	0	0	0	0	0.872	0.573	0	0	0.943
CCL4	STAT3	4451651	4435468	9606.ENSP00000482259	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.459	0.943
RHOA	ARHGAP25	4448110	4447445	9606.ENSP00000400175	9606.ENSP00000386911	0	0	0	0	0	0.177	0.900	0.366	0.943
ARF1	M6PR	4449926	4432545	9606.ENSP00000440005	9606.ENSP00000000412	0	0	0	0	0.068	0	0.900	0.440	0.943
BAZ1B	SUPT16H	4441256	4432946	9606.ENSP00000342434	9606.ENSP00000216297	0	0	0	0	0.138	0.081	0.900	0.371	0.943
PELI1	UBE2N	4442187	4439045	9606.ENSP00000351789	9606.ENSP00000316176	0	0	0	0	0	0.320	0.900	0.238	0.943
EEF1B2	RPSA	4445998	4441585	9606.ENSP00000376056	9606.ENSP00000346067	0	0	0	0	0.925	0	0	0.275	0.943
RPL10A	SRPR	4444285	4439973	9606.ENSP00000363018	9606.ENSP00000328023	0.219	0	0	0	0.062	0.107	0.900	0.259	0.942
CCT4	TUBA1B	4446274	4440737	9606.ENSP00000377958	9606.ENSP00000336799	0	0	0	0	0.210	0.319	0.900	0.058	0.942
RBM17	PRPF40A	4447560	4447382	9606.ENSP00000388638	9606.ENSP00000386458	0	0	0	0	0.277	0	0.900	0.263	0.942
ALYREF	SNRPA1	4449181	4434347	9606.ENSP00000421592	9606.ENSP00000254193	0	0	0	0	0.318	0.083	0.900	0.194	0.942
CD48	CD2	4451851	4443326	9606.ENSP00000484431	9606.ENSP00000358490	0	0	0	0	0.551	0.379	0	0.809	0.942
SMC3	H2AFV	4442527	4438410	9606.ENSP00000354720	9606.ENSP00000308405	0	0	0	0	0.129	0.087	0.900	0.367	0.942
PTGES3	CCT3	4451634	4437177	9606.ENSP00000482075	9606.ENSP00000295688	0	0	0	0	0.378	0	0.900	0.139	0.941
SARNP	NXT1	4440807	4434402	9606.ENSP00000337632	9606.ENSP00000254998	0	0	0	0	0.061	0	0.900	0.430	0.941
TNFRSF1B	STAT3	4444700	4435468	9606.ENSP00000365435	9606.ENSP00000264657	0	0	0	0	0.061	0	0.900	0.430	0.941
TRA2B	RBM22	4448854	4432775	9606.ENSP00000416959	9606.ENSP00000199814	0	0	0	0	0.080	0.330	0.900	0.162	0.941
BAZ1B	SF3B1	4441256	4440663	9606.ENSP00000342434	9606.ENSP00000335321	0	0	0	0	0.107	0.320	0.900	0.146	0.941
RNF7	UBE2B	4436081	4435585	9606.ENSP00000273480	9606.ENSP00000265339	0	0	0	0	0.064	0.262	0.900	0.251	0.941
DHX9	SNRPA1	4442908	4434347	9606.ENSP00000356520	9606.ENSP00000254193	0	0	0	0	0.359	0.162	0.900	0.044	0.941
CNOT7	EIF4A3	4442644	4435883	9606.ENSP00000355279	9606.ENSP00000269349	0	0	0	0	0.105	0.163	0.900	0.316	0.941
EIF3L	EIF4E	4452102	4449328	9606.ENSP00000485663	9606.ENSP00000425561	0	0	0	0	0.129	0	0.900	0.384	0.941
DHX9	SNRPC	4442908	4433898	9606.ENSP00000356520	9606.ENSP00000244520	0	0	0	0	0.254	0	0.900	0.280	0.941
RBM5	RBM22	4441303	4432775	9606.ENSP00000343054	9606.ENSP00000199814	0	0	0	0	0.042	0	0.900	0.434	0.941
TUBA1B	TBCA	4440737	4438215	9606.ENSP00000336799	9606.ENSP00000306362	0	0	0	0	0.124	0.298	0.900	0.161	0.941
KPNA2	H2AFV	4449870	4438410	9606.ENSP00000438483	9606.ENSP00000308405	0	0	0	0	0.256	0	0.900	0.262	0.940
NDUFA13	STAT3	4449261	4435468	9606.ENSP00000423673	9606.ENSP00000264657	0	0	0	0	0	0.472	0	0.891	0.940
HSPA4	RANBP2	4437917	4436527	9606.ENSP00000302961	9606.ENSP00000283195	0	0	0	0	0.183	0.163	0.900	0.236	0.940
EEF1B2	RPS9	4445998	4437909	9606.ENSP00000376056	9606.ENSP00000302896	0	0	0	0	0.925	0	0	0.233	0.940
CCT3	STAT3	4437177	4435468	9606.ENSP00000295688	9606.ENSP00000264657	0	0	0	0	0	0.379	0.900	0.119	0.940
SNRPN	SRSF6	4446975	4433875	9606.ENSP00000382972	9606.ENSP00000244020	0	0	0	0	0.141	0.266	0.900	0.173	0.940
EIF3M	EIF1AX	4449770	4445241	9606.ENSP00000436049	9606.ENSP00000368927	0	0	0	0	0.246	0	0.900	0.274	0.940
LCK	PAK2	4440823	4438909	9606.ENSP00000337825	9606.ENSP00000314067	0	0	0.306	0.571	0.055	0.277	0.900	0.259	0.940
ATP5C1	VDAC1	4441891	4435583	9606.ENSP00000349142	9606.ENSP00000265333	0	0	0	0	0.541	0.828	0	0.296	0.939
DPY30	H2AFV	4441561	4438410	9606.ENSP00000345837	9606.ENSP00000308405	0	0	0	0	0.173	0.138	0.900	0.250	0.939
IRF4	STAT2	4445477	4439022	9606.ENSP00000370343	9606.ENSP00000315768	0	0	0	0	0	0.085	0.900	0.389	0.939
ALYREF	LSM7	4449181	4434242	9606.ENSP00000421592	9606.ENSP00000252622	0	0	0	0	0.189	0	0.900	0.315	0.939
SMC3	EP300	4442527	4435224	9606.ENSP00000354720	9606.ENSP00000263253	0	0	0	0	0.063	0.087	0.900	0.376	0.939
ARPC1B	WIPF1	4447620	4446038	9606.ENSP00000389631	9606.ENSP00000376330	0	0	0	0	0.086	0.081	0.900	0.365	0.939
PSMD6	PSME2	4448980	4432984	9606.ENSP00000418695	9606.ENSP00000216802	0	0	0	0	0.064	0.270	0.900	0.223	0.939
PCF11	EIF4A3	4437472	4435883	9606.ENSP00000298281	9606.ENSP00000269349	0	0	0	0	0.073	0.122	0.900	0.349	0.939
EIF4E	RPL10A	4449328	4444285	9606.ENSP00000425561	9606.ENSP00000363018	0	0	0	0	0.133	0.157	0.900	0.265	0.939
U2AF1L4	SNW1	4436995	4434897	9606.ENSP00000292879	9606.ENSP00000261531	0	0	0	0	0.084	0.337	0.900	0.125	0.939
UBE2N	CBLB	4439045	4435380	9606.ENSP00000316176	9606.ENSP00000264122	0	0	0	0	0	0.402	0.900	0.046	0.938
ANAPC11	UBE2B	4441990	4435585	9606.ENSP00000349957	9606.ENSP00000265339	0	0	0	0	0.058	0.262	0.900	0.225	0.938
SRSF10	U2AF1L4	4449097	4436995	9606.ENSP00000420195	9606.ENSP00000292879	0	0	0	0	0.064	0.171	0.900	0.305	0.938
IFITM2	IRF1	4451879	4433930	9606.ENSP00000484689	9606.ENSP00000245414	0	0	0	0	0.097	0	0.900	0.374	0.938
BCAS4	BLOC1S6	4442169	4433120	9606.ENSP00000351642	9606.ENSP00000220531	0	0	0	0	0.067	0.867	0.540	0	0.938
ANXA1	NR3C1	4444796	4433539	9606.ENSP00000366109	9606.ENSP00000231509	0	0	0	0	0.065	0	0.900	0.381	0.937
RPS9	EIF4A3	4437909	4435883	9606.ENSP00000302896	9606.ENSP00000269349	0.051	0	0	0	0.205	0.247	0.900	0.074	0.937
EIF4E	DDX3X	4449328	4446966	9606.ENSP00000425561	9606.ENSP00000382840	0	0	0	0	0.063	0.593	0	0.849	0.937
ILF2	ZFR	4442589	4435547	9606.ENSP00000355011	9606.ENSP00000265069	0	0	0	0.624	0.176	0.897	0	0.787	0.937
SKIL	EP300	4448779	4435224	9606.ENSP00000415243	9606.ENSP00000263253	0	0	0	0	0	0	0.900	0.400	0.937
BUB3	WAPAL	4443208	4437519	9606.ENSP00000357858	9606.ENSP00000298767	0	0	0	0	0.183	0	0.900	0.296	0.937
SRSF10	SNRPB	4449097	4448654	9606.ENSP00000420195	9606.ENSP00000412566	0	0	0	0	0.121	0.309	0.900	0.085	0.937
LYN	LCK	4449476	4440823	9606.ENSP00000428924	9606.ENSP00000337825	0	0	0.438	0.967	0.079	0.348	0.900	0.814	0.937
RBM17	SNW1	4447560	4434897	9606.ENSP00000388638	9606.ENSP00000261531	0	0	0	0	0.223	0.104	0.900	0.211	0.937
CWC15	TRA2B	4451135	4448854	9606.ENSP00000475615	9606.ENSP00000416959	0	0	0	0	0.084	0.357	0.900	0.069	0.937
SRPR	RPS9	4439973	4437909	9606.ENSP00000328023	9606.ENSP00000302896	0.175	0	0	0	0.065	0	0.900	0.284	0.937
PTGES3	CCT7	4451634	4434598	9606.ENSP00000482075	9606.ENSP00000258091	0	0	0	0	0.346	0	0.900	0.121	0.937
IGLL5	LYN	4449581	4449476	9606.ENSP00000431254	9606.ENSP00000428924	0	0	0	0	0.076	0.169	0.900	0.286	0.937
LSM3	SRSF6	4437830	4433875	9606.ENSP00000302160	9606.ENSP00000244020	0	0	0	0	0.263	0	0.900	0.201	0.936
IFITM2	STAT2	4451879	4439022	9606.ENSP00000484689	9606.ENSP00000315768	0	0	0	0	0.062	0	0.900	0.382	0.936
ALYREF	SNRPC	4449181	4433898	9606.ENSP00000421592	9606.ENSP00000244520	0	0	0	0	0.380	0	0.900	0.064	0.936
RPF1	KRR1	4443596	4433449	9606.ENSP00000359688	9606.ENSP00000229214	0	0	0	0	0.894	0.384	0	0.099	0.936
UQCRQ	ATP5G3	4445100	4436602	9606.ENSP00000367939	9606.ENSP00000284727	0	0	0	0	0.867	0	0	0.545	0.936
DHX9	RBM22	4442908	4432775	9606.ENSP00000356520	9606.ENSP00000199814	0	0	0	0	0.079	0.324	0.900	0.102	0.936
EIF4A3	LSM7	4435883	4434242	9606.ENSP00000269349	9606.ENSP00000252622	0	0	0	0	0.113	0.327	0.900	0.063	0.936
SATB1	UBE2I	4448075	4441792	9606.ENSP00000399518	9606.ENSP00000348056	0	0	0	0	0	0.348	0.900	0.103	0.936
AP1G1	AP2M1	4446158	4436990	9606.ENSP00000377148	9606.ENSP00000292807	0	0	0	0	0.142	0.580	0.720	0.443	0.936
PCF11	SRSF6	4437472	4433875	9606.ENSP00000298281	9606.ENSP00000244020	0	0	0	0	0.121	0.261	0.900	0.136	0.936
PTP4A1	TUBA1B	4443595	4440737	9606.ENSP00000359685	9606.ENSP00000336799	0	0	0	0	0.061	0.379	0.900	0	0.936
EIF1AX	RPL22	4445241	4441587	9606.ENSP00000368927	9606.ENSP00000346088	0	0	0	0	0.345	0	0.900	0.100	0.935
CD3D	AP2M1	4437689	4436990	9606.ENSP00000300692	9606.ENSP00000292807	0	0	0	0	0	0.379	0.900	0	0.935
RPL22	EIF4A3	4441587	4435883	9606.ENSP00000346088	9606.ENSP00000269349	0	0	0	0	0.135	0.157	0.900	0.225	0.935
ARPC1B	MYH9	4447620	4432924	9606.ENSP00000389631	9606.ENSP00000216181	0	0	0	0	0.098	0.192	0.900	0.213	0.935
POLE3	SMARCA5	4444334	4436522	9606.ENSP00000363286	9606.ENSP00000283131	0	0	0	0	0.154	0.686	0	0.774	0.935
PSME2	PSMD8	4432984	4432854	9606.ENSP00000216802	9606.ENSP00000215071	0	0	0	0	0.160	0	0.900	0.288	0.935
THOC2	SRSF6	4433949	4433875	9606.ENSP00000245838	9606.ENSP00000244020	0	0	0	0	0.202	0.082	0.900	0.224	0.935
TANK	TNFRSF1B	4446069	4444700	9606.ENSP00000376505	9606.ENSP00000365435	0	0	0	0	0	0	0.900	0.386	0.935
DDX24	RPF1	4451587	4443596	9606.ENSP00000481495	9606.ENSP00000359688	0	0	0	0	0.844	0.176	0	0.540	0.935
BRD2	EP300	4446390	4435224	9606.ENSP00000378704	9606.ENSP00000263253	0	0	0	0.552	0.116	0.171	0.900	0.441	0.935
NDUFC1	UQCRQ	4449976	4445100	9606.ENSP00000441126	9606.ENSP00000367939	0	0	0	0	0.249	0.847	0	0.483	0.935
TPR	HSPA4	4442896	4437917	9606.ENSP00000356448	9606.ENSP00000302961	0	0	0	0	0.104	0.191	0.900	0.210	0.935
U2AF1L4	SNRPB2	4436995	4433966	9606.ENSP00000292879	9606.ENSP00000246071	0	0	0	0	0.084	0	0.900	0.352	0.935
ARHGAP25	RHOG	4447445	4440958	9606.ENSP00000386911	9606.ENSP00000339467	0	0	0	0	0.071	0.177	0.900	0.248	0.934
VDAC2	SLC25A3	4443964	4433407	9606.ENSP00000361635	9606.ENSP00000228318	0	0	0	0	0.877	0.060	0	0.472	0.934
RBM5	SRSF6	4441303	4433875	9606.ENSP00000343054	9606.ENSP00000244020	0	0	0	0	0.109	0	0.900	0.325	0.934
